doc_id,source_path,page_count,char_count,chars_per_page,extractor,thin_pages,transcribed_pages,unread_pages,transcription_model,truncated,original_char_count,stratum
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.PDF,14,72054,5146.7,pymupdf,0,0,0,,False,72054,random
AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.PDF,16,73520,4595.0,pymupdf,0,0,0,,False,73520,random
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT.PDF,24,143075,5961.5,pymupdf,0,0,0,,False,143075,random
ALCOSTORESINC_12_14_2005-EX-10.26-AGENCY AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ALCOSTORESINC_12_14_2005-EX-10.26-AGENCY AGREEMENT.PDF,3,11326,3775.3,pymupdf,0,0,0,,False,11326,random
ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2-AGENCY AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2-AGENCY AGREEMENT.PDF,41,129980,3170.2,pymupdf,0,0,0,,False,129980,random
ALLISONTRANSMISSIONHOLDINGSINC_12_15_2014-EX-99.1-COOPERATION AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ALLISONTRANSMISSIONHOLDINGSINC_12_15_2014-EX-99.1-COOPERATION AGREEMENT.PDF,10,32735,3273.5,pymupdf,0,0,0,,False,32735,random
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF,8,39735,4966.9,pymupdf,0,0,0,,False,39735,random
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT.PDF,6,23947,3991.2,pymupdf,0,0,0,,False,23947,random
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT.PDF,5,19329,3865.8,pymupdf,0,0,0,,False,19329,random
ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT.PDF,15,40394,2692.9,pymupdf,0,0,0,,False,40394,random
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF",50,69477,1389.5,pymupdf,0,0,0,,False,69477,random
"ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC.","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC..PDF",6,25635,4272.5,pymupdf,0,0,0,,False,25635,random
ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement.PDF,18,44848,2491.6,pymupdf,0,0,0,,False,44848,random
ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT.PDF,28,66436,2372.7,pymupdf,0,0,0,,False,66436,random
ATENTOSA_07_06_2020-EX-99.1-JOINT FILING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ATENTOSA_07_06_2020-EX-99.1-JOINT FILING AGREEMENT.PDF,3,2285,761.7,pymupdf,0,0,0,,False,2285,random
"ATHENSBANCSHARESCORP_11_02_2009-EX-1.2-AGENCY AGREEMENT , 2009","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ATHENSBANCSHARESCORP_11_02_2009-EX-1.2-AGENCY AGREEMENT , 2009.PDF",33,145457,4407.8,pymupdf,0,0,0,,False,145457,random
ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION SERVICE AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION SERVICE AGREEMENT.PDF,6,24074,4012.3,pymupdf,0,0,0,,False,24074,random
AULAMERICANUNITTRUST_04_24_2020-EX-99.8.77-SERVICING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/AULAMERICANUNITTRUST_04_24_2020-EX-99.8.77-SERVICING AGREEMENT.PDF,13,35984,2768.0,pymupdf,0,0,0,,False,35984,random
AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC ALLIANCE AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC ALLIANCE AGREEMENT.PDF,19,44772,2356.4,pymupdf,0,0,0,,False,44772,random
AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement.pdf,13,20644,1588.0,pymupdf,0,0,0,,False,20644,random
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement.pdf,63,167347,2656.3,pymupdf,0,0,0,,False,167347,random
AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.19_11788293_EX-10.19_Content License Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.19_11788293_EX-10.19_Content License Agreement.pdf,10,35457,3545.7,pymupdf,0,0,0,,False,35457,random
AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement.pdf,10,37748,3774.8,pymupdf,0,0,0,,False,37748,random
"Antares Pharma, Inc. - Manufacturing Agreement","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/Antares Pharma, Inc. - Manufacturing Agreement.PDF",49,106254,2168.4,pymupdf,0,0,0,,False,106254,random
Apollo Endosurgery - Manufacturing and Supply Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/Apollo Endosurgery - Manufacturing and Supply Agreement.PDF,21,47987,2285.1,pymupdf,0,0,0,,False,47987,random
ArcGroupInc_20171211_8-K_EX-10.1_10976103_EX-10.1_Sponsorship Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ArcGroupInc_20171211_8-K_EX-10.1_10976103_EX-10.1_Sponsorship Agreement.pdf,4,16814,4203.5,pymupdf,0,0,0,,False,16814,random
ArcaUsTreasuryFund_20200207_N-2_EX-99.K5_11971930_EX-99.K5_Development Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ArcaUsTreasuryFund_20200207_N-2_EX-99.K5_11971930_EX-99.K5_Development Agreement.pdf,5,15298,3059.6,pymupdf,0,0,0,,False,15298,random
ArconicRolledProductsCorp_20191217_10-12B_EX-2.7_11923804_EX-2.7_Trademark License Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ArconicRolledProductsCorp_20191217_10-12B_EX-2.7_11923804_EX-2.7_Trademark License Agreement.pdf,6,18043,3007.2,pymupdf,0,0,0,,False,18043,random
ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf,40,56611,1415.3,pymupdf,0,0,0,,False,56611,random
"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF",107,271238,2534.9,pymupdf,0,0,0,,False,271238,random
ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_11943350_EX-10.5_License Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_11943350_EX-10.5_License Agreement.pdf,15,38243,2549.5,pymupdf,0,0,0,,False,38243,random
AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement.pdf,71,228302,3215.5,pymupdf,0,0,0,,False,228302,random
AudibleInc_20001113_10-Q_EX-10.32_2599586_EX-10.32_Co-Branding Agreement_ Marketing Agreement_ Investment Distribution Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/AudibleInc_20001113_10-Q_EX-10.32_2599586_EX-10.32_Co-Branding Agreement_ Marketing Agreement_ Investment Distribution Agreement.pdf,13,76921,5917.0,pymupdf,0,0,0,,False,76921,random
AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf,111,232832,2097.6,pymupdf,0,0,0,,False,232832,random
AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement2,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement2.pdf,9,16844,1871.6,pymupdf,0,0,0,,False,16844,random
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC..PDF",39,112213,2877.3,pymupdf,0,0,0,,False,112213,random
BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.PDF,2,2058,1029.0,pymupdf,0,0,0,,False,2058,random
BANUESTRAFINANCIALCORP_09_08_2006-EX-10.16-AGENCY AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BANUESTRAFINANCIALCORP_09_08_2006-EX-10.16-AGENCY AGREEMENT.PDF,14,45115,3222.5,pymupdf,0,0,0,,False,45115,random
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",54,188141,3484.1,pymupdf,0,0,0,,False,188141,random
"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",13,37750,2903.8,pymupdf,0,0,0,,False,37750,random
"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",85,208440,2452.2,pymupdf,0,0,0,,False,208440,random
BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING AGREEMENT.PDF,12,58500,4875.0,pymupdf,0,0,0,,False,58500,random
BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE AGREEMENT.PDF,22,56762,2580.1,pymupdf,0,0,0,,False,56762,random
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1),/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1).pdf,18,38507,2139.3,pymupdf,0,0,0,,False,38507,random
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment.pdf,3,6369,2123.0,pymupdf,0,0,0,,False,6369,random
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT.PDF,26,78853,3032.8,pymupdf,0,0,0,,False,78853,random
BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY AGREEMENT.PDF,25,63655,2546.2,pymupdf,0,0,0,,False,63655,random
BIOPURECORP_06_30_1999-EX-10.13-AGENCY AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BIOPURECORP_06_30_1999-EX-10.13-AGENCY AGREEMENT.PDF,8,40769,5096.1,pymupdf,0,0,0,,False,40769,random
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.PDF,8,17157,2144.6,pymupdf,0,0,0,,False,17157,random
BLACKROCKMUNIHOLDINGSINVESTMENTQUALITYFUND_04_07_2020-EX-99.01-JOINT FILING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BLACKROCKMUNIHOLDINGSINVESTMENTQUALITYFUND_04_07_2020-EX-99.01-JOINT FILING AGREEMENT.PDF,1,1278,1278.0,pymupdf,0,0,0,,False,1278,random
BLACKSTONEGSOLONG-SHORTCREDITINCOMEFUND_05_11_2020-EX-99.(K)(1)-SERVICE AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BLACKSTONEGSOLONG-SHORTCREDITINCOMEFUND_05_11_2020-EX-99.(K)(1)-SERVICE AGREEMENT.PDF,25,52145,2085.8,pymupdf,0,0,0,,False,52145,random
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement.PDF,9,37183,4131.4,pymupdf,0,0,0,,False,37183,random
"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT.PDF",32,130543,4079.5,pymupdf,0,0,0,,False,130543,random
"BLUEROCKRESIDENTIALGROWTHREIT,INC_06_01_2016-EX-1.1-AGENCY AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BLUEROCKRESIDENTIALGROWTHREIT,INC_06_01_2016-EX-1.1-AGENCY AGREEMENT.PDF",47,134188,2855.1,pymupdf,0,0,0,,False,134188,random
BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT.PDF,7,32863,4694.7,pymupdf,0,0,0,,False,32863,random
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT.PDF,17,39864,2344.9,pymupdf,0,0,0,,False,39864,random
BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP WEB SITE BUILDING AND HOSTING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP WEB SITE BUILDING AND HOSTING AGREEMENT.PDF,3,11511,3837.0,pymupdf,0,0,0,,False,11511,random
BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT.PDF,61,160987,2639.1,pymupdf,0,0,0,,False,160987,random
"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT.PDF",13,21394,1645.7,pymupdf,0,0,0,,False,21394,random
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT.PDF,29,154022,5311.1,pymupdf,0,0,0,,False,154022,random
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement1,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement1.pdf,14,42325,3023.2,pymupdf,0,0,0,,False,42325,random
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement2,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement2.pdf,1,2265,2265.0,pymupdf,0,0,0,,False,2265,random
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement3,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement3.pdf,4,7958,1989.5,pymupdf,0,0,0,,False,7958,random
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement4,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement4.pdf,1,1731,1731.0,pymupdf,0,0,0,,False,1731,random
BerkshireHillsBancorpInc_20120809_10-Q_EX-10.16_7708169_EX-10.16_Endorsement Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BerkshireHillsBancorpInc_20120809_10-Q_EX-10.16_7708169_EX-10.16_Endorsement Agreement.pdf,12,29437,2453.1,pymupdf,0,0,0,,False,29437,random
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,11,24122,2192.9,pymupdf,0,0,0,,False,24122,random
BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement.pdf,56,104181,1860.4,pymupdf,0,0,0,,False,104181,random
BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement.pdf,8,15855,1981.9,pymupdf,0,0,0,,False,15855,random
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement.PDF",4,8881,2220.2,pymupdf,0,0,0,,False,8881,random
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",25,56467,2258.7,pymupdf,0,0,0,,False,56467,random
CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT.PDF,16,31709,1981.8,pymupdf,0,0,0,,False,31709,random
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT.PDF,4,15168,3792.0,pymupdf,0,0,0,,False,15168,random
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.PDF",154,328868,2135.5,pymupdf,0,0,0,,False,328868,random
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.PDF,30,160598,5353.3,pymupdf,0,0,0,,False,160598,random
CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT.PDF,7,26740,3820.0,pymupdf,0,0,0,,False,26740,random
CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation Agreement.PDF,25,39070,1562.8,pymupdf,0,0,0,,False,39070,random
CHERRYHILLMORTGAGEINVESTMENTCORP_09_26_2013-EX-10.1-Strategic Alliance Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CHERRYHILLMORTGAGEINVESTMENTCORP_09_26_2013-EX-10.1-Strategic Alliance Agreement.PDF,11,27655,2514.1,pymupdf,0,0,0,,False,27655,random
